PREFIJO;LOCALIDAD;PROVINCIA;DEPARTAMENTO
11;AMBA;BUENOS AIRES;
11;CIUDAD AUTONOMA DE BUENOS AIRES;CIUDAD AUTONOMA DE BUENOS AIRES;
220;GENERAL LAS HERAS;BUENOS AIRES;GENERAL LAS HERAS
220;LIBERTAD;BUENOS AIRES;
220;MARCOS PAZ;BUENOS AIRES;MARCOS PAZ
220;MARIANO ACOSTA;BUENOS AIRES;
220;MERLO;BUENOS AIRES;MERLO
220;PLOMMER;BUENOS AIRES;GENERAL LAS HERAS
220;PONTEVEDRA;BUENOS AIRES;
220;VILLARS;BUENOS AIRES;MARCOS PAZ
2202;GONZALEZ CATAN;BUENOS AIRES;
2202;VIRREY DEL PINO;BUENOS AIRES;
221;ABASTO;BUENOS AIRES;
221;BARRIO PARQUE SICARDI;BUENOS AIRES;
221;BARTOLOME BAVIO;BUENOS AIRES;MAGDALENA
221;LA PLATA;BUENOS AIRES;LA PLATA
221;LISANDRO OLMOS;BUENOS AIRES;
221;OLIDEN;BUENOS AIRES;BRANDSEN
221;POBLET;BUENOS AIRES;
2221;ATALAYA;BUENOS AIRES;MAGDALENA
2221;JOSE FERRARI;BUENOS AIRES;
2221;MAGDALENA;BUENOS AIRES;MAGDALENA
2221;PIPINAS;BUENOS AIRES;PUNTA INDIO
2221;PUNTA INDIO;BUENOS AIRES;PUNTA INDIO
2221;VERONICA;BUENOS AIRES;PUNTA INDIO
2221;VIEYTES;BUENOS AIRES;MAGDALENA
2223;ALTAMIRANO;BUENOS AIRES;BRANDSEN
2223;CORONEL BRANDSEN;BUENOS AIRES;BRANDSEN
2223;ESTACION GOMEZ;BUENOS AIRES;
2223;JEPPENER;BUENOS AIRES;BRANDSEN
2223;LOMA VERDE;BUENOS AIRES;GENERAL PAZ
2224;GLEW;BUENOS AIRES;
2224;GUERNICA;BUENOS AIRES;PRESIDENTE PERON
2225;ALEJANDRO KORN;BUENOS AIRES;
2225;DOMSELAAR;BUENOS AIRES;SAN VICENTE
2225;LA CAPILLA;BUENOS AIRES;
2225;SAN VICENTE;BUENOS AIRES;SAN VICENTE
2226;ALEJANDRO PETION;BUENOS AIRES;CANUELAS
2226;BARRIO SAN ESTEBAN;BUENOS AIRES;CANUELAS
2226;CAÑUELAS;BUENOS AIRES;CANUELAS
2226;PARAJE EL TALADRO;BUENOS AIRES;
2226;URIBELARREA;BUENOS AIRES;CANUELAS
2227;ANTONIO CARBONI;BUENOS AIRES;LOBOS
2227;CARLOS BEGUERIE;BUENOS AIRES;ROQUE PEREZ
2227;LOBOS;BUENOS AIRES;LOBOS
2227;ROQUE PEREZ;BUENOS AIRES;ROQUE PEREZ
2227;SALVADOR MARIA;BUENOS AIRES;LOBOS
2229;EL PATO;BUENOS AIRES;
2229;JUAN MARIA GUTIERREZ;BUENOS AIRES;
223;BARRIO EL CASAL;BUENOS AIRES;
223;BARRIO LA ARMONIA;BUENOS AIRES;MAR CHIQUITA
223;BARRIO PARQUE PEÑA;BUENOS AIRES;
223;BARRIO SAN EDUARDO;BUENOS AIRES;
223;BATAN;BUENOS AIRES;
223;COLONIA BARRAGAN;BUENOS AIRES;
223;EL FARO;BUENOS AIRES;
223;ESTACION CAMET;BUENOS AIRES;
223;LA BRAVA;BUENOS AIRES;BALCARCE
223;LAS DOS MARIAS;BUENOS AIRES;
223;LOS ORTIZ;BUENOS AIRES;
223;MAR CHIQUITA;BUENOS AIRES;MAR CHIQUITA
223;MAR DEL PLATA;BUENOS AIRES;GENERAL PUEYRREDON
223;PLAYA CHAPADMALAL;BUENOS AIRES;GENERAL PUEYRREDON
223;SANTA CELINA;BUENOS AIRES;
223;SANTA CLARA DEL MAR;BUENOS AIRES;MAR CHIQUITA
223;SIERRA DE LOS PADRES;BUENOS AIRES;GENERAL PUEYRREDON
2241;CHASCOMUS;BUENOS AIRES;CHASCOMUS
2241;LA POSADA;BUENOS AIRES;
2241;RANCHOS;BUENOS AIRES;GENERAL PAZ
2242;LEZAMA;BUENOS AIRES;LEZAMA
2242;PILA;BUENOS AIRES;PILA
2243;GENERAL BELGRANO;BUENOS AIRES;GENERAL BELGRANO
2243;VILLANUEVA;BUENOS AIRES;GENERAL PAZ
2244;LAS FLORES;BUENOS AIRES;LAS FLORES
2245;CASTELLI;BUENOS AIRES;CASTELLI
2245;DOLORES;BUENOS AIRES;DOLORES
2245;GENERAL CONESA;BUENOS AIRES;TORDILLO
2245;SEVIGNE;BUENOS AIRES;DOLORES
2246;SANTA TERESITA;BUENOS AIRES;
2252;GENERAL LAVALLE;BUENOS AIRES;GENERAL LAVALLE
2252;SAN CLEMENTE DEL TUYU;BUENOS AIRES;LA COSTA
2254;CARILO;BUENOS AIRES;
2254;PINAMAR;BUENOS AIRES;PINAMAR
2255;VILLA GESELL;BUENOS AIRES;VILLA GESELL
2257;MAR DE AJO;BUENOS AIRES;LA COSTA
2257;SAN BERNARDO;BUENOS AIRES;PEHUAJO
2261;LOBERIA;BUENOS AIRES;LOBERIA
2261;NAPALEOFU;BUENOS AIRES;BALCARCE
2261;SAN MANUEL;BUENOS AIRES;LOBERIA
2262;NECOCHEA;BUENOS AIRES;NECOCHEA
2262;PIERES;BUENOS AIRES;LOBERIA
2264;CLARAZ;BUENOS AIRES;NECOCHEA
2264;JUAN N. FERNANDEZ;BUENOS AIRES;
2264;LA DULCE;BUENOS AIRES;NECOCHEA
2264;RAMON SANTAMARINA;BUENOS AIRES;NECOCHEA
2265;CORONEL VIDAL;BUENOS AIRES;MAR CHIQUITA
2265;GENERAL PIRAN;BUENOS AIRES;MAR CHIQUITA
2265;VIVORATA;BUENOS AIRES;MAR CHIQUITA
2266;BALCARCE;BUENOS AIRES;BALCARCE
2266;LAS PIEDRITAS;BUENOS AIRES;GENERAL VILLEGAS
2266;LOS PINOS;BUENOS AIRES;BALCARCE
2266;MECHONGUE;BUENOS AIRES;GENERAL ALVARADO
2266;SAN AGUSTIN;BUENOS AIRES;BALCARCE
2267;GENERAL MADARIAGA;BUENOS AIRES;GENERAL JUAN MADARIAGA
2268;GENERAL GUIDO;BUENOS AIRES;GENERAL GUIDO
2268;LABARDEN;BUENOS AIRES;GENERAL GUIDO
2268;LAS ARMAS;BUENOS AIRES;MAIPU
2268;MAIPU;BUENOS AIRES;MAIPU
2268;SANTO DOMINGO;BUENOS AIRES;MAIPU
2271;ABBOTT;BUENOS AIRES;MONTE
2271;GORCHS;BUENOS AIRES;GENERAL BELGRANO
2271;MONTE;BUENOS AIRES;
2272;LAS MARIANAS;BUENOS AIRES;NAVARRO
2272;NAVARRO;BUENOS AIRES;NAVARRO
2272;VILLA MOLL;BUENOS AIRES;NAVARRO
2273;CARMEN DE ARECO;BUENOS AIRES;CARMEN DE ARECO
2273;TRES SARGENTOS;BUENOS AIRES;CARMEN DE ARECO
2274;CARLOS SPEGAZZINI;BUENOS AIRES;
2281;AZUL;BUENOS AIRES;AZUL
2281;CACHARI;BUENOS AIRES;AZUL
2281;CHILLAR;BUENOS AIRES;AZUL
2283;TAPALQUE;BUENOS AIRES;TAPALQUE
2284;HINOJO;BUENOS AIRES;OLAVARRIA
2284;OLAVARRIA;BUENOS AIRES;RIVADAVIA
2284;SIERRAS BAYAS;BUENOS AIRES;OLAVARRIA
2284;VILLA FORTABAT;BUENOS AIRES;
2285;LAPRIDA;BUENOS AIRES;LAPRIDA
2286;GENERAL LAMADRID;BUENOS AIRES;GENERAL LA MADRID
2286;LA COLINA;BUENOS AIRES;GENERAL LA MADRID
2286;LAS MARTINETAS;BUENOS AIRES;GENERAL LA MADRID
2286;LIBANO;BUENOS AIRES;GENERAL LA MADRID
2286;SAN JORGE;BUENOS AIRES;LAPRIDA
2291;COMANDANTE N. OTAMENDI;BUENOS AIRES;GENERAL ALVARADO
2291;MAR DEL SUR;BUENOS AIRES;GENERAL ALVARADO
2291;MIRAMAR;BUENOS AIRES;GENERAL ALVARADO
2291;SAN EDUARDO DEL MAR;BUENOS AIRES;
2292;BENITO JUAREZ;BUENOS AIRES;BENITO JUAREZ
2292;VILLA CACIQUE;BUENOS AIRES;BENITO JUAREZ
2296;AYACUCHO;BUENOS AIRES;AYACUCHO
2297;RAUCH;BUENOS AIRES;RAUCH
230;DERQUI;BUENOS AIRES;
230;FATIMA;BUENOS AIRES;
230;LA LONJA;BUENOS AIRES;
230;LOS CARDALES;BUENOS AIRES;EXALTACION DE LA CRUZ
230;PARQUE INDUSTRIAL PILAR;BUENOS AIRES;
230;PILAR;BUENOS AIRES;PILAR
230;VILLA ROSA;BUENOS AIRES;
2302;AGUSTONI;LA PAMPA;MARACO
2302;ALTA ITALIA;LA PAMPA;REALICO
2302;BERNARDO LARROUDE;LA PAMPA;CHAPALEUFU
2302;CEBALLOS;LA PAMPA;CHAPALEUFU
2302;DORILA;LA PAMPA;MARACO
2302;GENERAL PICO;LA PAMPA;MARACO
2302;GONZALEZ MORENO;LA PAMPA;
2302;INTENDENTE ALVEAR;LA PAMPA;CHAPALEUFU
2302;METILEO;LA PAMPA;TRENEL
2302;SPELUZZI;LA PAMPA;MARACO
2302;TREBOLARES;LA PAMPA;MARACO
2302;TRENEL;LA PAMPA;TRENEL
2302;VERTIZ;LA PAMPA;CHAPALEUFU
2314;BOLIVAR;BUENOS AIRES;BOLIVAR
2314;ESPIGAS;BUENOS AIRES;OLAVARRIA
2314;HALE;BUENOS AIRES;BOLIVAR
2314;HENDERSON;BUENOS AIRES;HIPOLITO YRIGOYEN
2314;PIROVANO;BUENOS AIRES;BOLIVAR
2314;RECALDE;BUENOS AIRES;OLAVARRIA
2314;URDAMPILLETA;BUENOS AIRES;BOLIVAR
2316;ARBOLEDAS;BUENOS AIRES;DAIREAUX
2316;DAIREAUX;BUENOS AIRES;DAIREAUX
2317;12 DE OCTUBRE;BUENOS AIRES;NUEVE DE JULIO
2317;9 DE JULIO;BUENOS AIRES;NUEVE DE JULIO
2317;CARLOS MARIA NAON;BUENOS AIRES;NUEVE DE JULIO
2317;DENNEHY;BUENOS AIRES;NUEVE DE JULIO
2317;DUDIGNAC;BUENOS AIRES;NUEVE DE JULIO
2317;FRENCH;BUENOS AIRES;NUEVE DE JULIO
2317;LA NIÑA;BUENOS AIRES;NUEVE DE JULIO
2317;MOREA;BUENOS AIRES;NUEVE DE JULIO
2317;NORUMBEGA;BUENOS AIRES;NUEVE DE JULIO
2317;PATRICIOS;BUENOS AIRES;NUEVE DE JULIO
2317;QUIROGA;BUENOS AIRES;NUEVE DE JULIO
2317;TROPEZON;BUENOS AIRES;
2320;DEL VISO;BUENOS AIRES;
2320;GRAND BOURG;BUENOS AIRES;
2320;JOSE C. PAZ;BUENOS AIRES;JOSE C. PAZ
2320;TORTUGUITAS;BUENOS AIRES;
2323;BRAHMA;BUENOS AIRES;
2323;CAPILLA DEL SEÑOR;BUENOS AIRES;EXALTACION DE LA CRUZ
2323;CARLOS KEEN;BUENOS AIRES;LUJAN
2323;FLANDRIA;BUENOS AIRES;
2323;LUJAN;BUENOS AIRES;LUJAN
2323;OLIVERA;BUENOS AIRES;LUJAN
2323;OPEN DOOR;BUENOS AIRES;
2323;PARADA ROBLES;BUENOS AIRES;
2323;TORRES;BUENOS AIRES;LUJAN
2323;VILLA RUIZ;BUENOS AIRES;SAN ANDRES DE GILES
2324;CASTILLA;BUENOS AIRES;CHACABUCO
2324;GENERAL RIVAS;BUENOS AIRES;SUIPACHA
2324;MERCEDES;BUENOS AIRES;MERCEDES
2324;SUIPACHA;BUENOS AIRES;SUIPACHA
2325;AZCUENAGA;BUENOS AIRES;SAN ANDRES DE GILES
2325;CUCULLU;BUENOS AIRES;SAN ANDRES DE GILES
2325;SAN ANDRES DE GILES;BUENOS AIRES;SAN ANDRES DE GILES
2326;DUGGAN;BUENOS AIRES;SAN ANTONIO DE ARECO
2326;SAN ANTONIO DE ARECO;BUENOS AIRES;SAN ANTONIO DE ARECO
2326;SOLIS;BUENOS AIRES;SAN ANDRES DE GILES
2326;VILLA LIA;BUENOS AIRES;SAN ANTONIO DE ARECO
2331;ADOLFO VAN PRAET;LA PAMPA;REALICO
2331;CORONEL HILARIO LAGOS;LA PAMPA;CHAPALEUFU
2331;CHAMAICO;LA PAMPA;
2331;DAMIAN MAISONAVE;LA PAMPA;REALICO
2331;FALUCHO;LA PAMPA;REALICO
2331;PARERA;LA PAMPA;RANCUL
2331;QUETREQUEN;LA PAMPA;RANCUL
2331;RANCUL;LA PAMPA;RANCUL
2331;REALICO;LA PAMPA;REALICO
2333;COLONIA BARON;LA PAMPA;QUEMU QUEMU
2333;MAURICIO MAYER;LA PAMPA;CONHELO
2333;MIGUEL CANE;LA PAMPA;QUEMU QUEMU
2333;QUEMU QUEMU;LA PAMPA;QUEMU QUEMU
2333;VILLA MIRASOL;LA PAMPA;QUEMU QUEMU
2333;WINIFREDA;LA PAMPA;CONHELO
2334;CONHELLO;LA PAMPA;CONHELO
2334;EDUARDO CASTEX;LA PAMPA;CONHELO
2334;MONTE NIEVAS;LA PAMPA;CONHELO
2335;ARATA;LA PAMPA;TRENEL
2335;CALEUFU;LA PAMPA;RANCUL
2335;EMBAJADOR MARTINI;LA PAMPA;REALICO
2335;INGENIERO LUIGGI;LA PAMPA;REALICO
2335;LA MARUJA;LA PAMPA;RANCUL
2335;PARAJE LOS HORNOS;LA PAMPA;
2335;PICHI HUINCA;LA PAMPA;RANCUL
2336;HUINCA RENANCO;CORDOBA;GENERAL ROCA
2336;PINCEN;CORDOBA;GENERAL ROCA
2336;VILLA HUIDOBRO;CORDOBA;GENERAL ROCA
2337;AMERICA;BUENOS AIRES;RIVADAVIA
2337;FORTIN OLAVARRIA;BUENOS AIRES;RIVADAVIA
2337;ROOSEVELT;BUENOS AIRES;RIVADAVIA
2337;SANSINENA;BUENOS AIRES;RIVADAVIA
2338;ALGARROBO DEL AGUILA;LA PAMPA;CHICAL CO
2338;CARRO QUEMADO;LA PAMPA;LOVENTUE
2338;EL DURAZNO;LA PAMPA;
2338;JAGUEL DEL MONTE;LA PAMPA;
2338;LA HUMADA;LA PAMPA;CHICAL CO
2338;LA REFORMA;LA PAMPA;LIMAY MAHUIDA
2338;LUAN TORO;LA PAMPA;LOVENTUE
2338;PUELEN;LA PAMPA;PUELEN
2338;SANTA ISABEL;LA PAMPA;CHALILEO
2338;TELEN;LA PAMPA;LOVENTUE
2338;VICTORICA;LA PAMPA;LOVENTUE
2342;BRAGADO;BUENOS AIRES;BRAGADO
2342;COMODORO PY;BUENOS AIRES;BRAGADO
2342;MECHITA;BUENOS AIRES;ALBERTI
2342;O' BRIEN;BUENOS AIRES;
2342;WARNES;BUENOS AIRES;BRAGADO
2343;ELVIRA;BUENOS AIRES;LOBOS
2343;ERNESTINA;BUENOS AIRES;VEINTICINCO DE MAYO
2343;NORBERTO DE LA RIESTRA;BUENOS AIRES;VEINTICINCO DE MAYO
2343;PEDERNALES;BUENOS AIRES;VEINTICINCO DE MAYO
2344;ALVAREZ DE TOLEDO;BUENOS AIRES;SALADILLO
2344;CAZON;BUENOS AIRES;SALADILLO
2344;DEL CARRIL;BUENOS AIRES;SALADILLO
2344;GENERAL ALVEAR;BUENOS AIRES;GENERAL ALVEAR
2344;POLVAREDAS;BUENOS AIRES;SALADILLO
2344;SALADILLO;BUENOS AIRES;SALADILLO
2345;25 DE MAYO;BUENOS AIRES;VEINTICINCO DE MAYO
2345;MOSCONI;BUENOS AIRES;VEINTICINCO DE MAYO
2345;PUEBLO DEL VALLE;BUENOS AIRES;VEINTICINCO DE MAYO
2345;SAN ENRIQUE;BUENOS AIRES;VEINTICINCO DE MAYO
2345;VALDES;BUENOS AIRES;VEINTICINCO DE MAYO
2346;ALBERTI;BUENOS AIRES;ALBERTI
2346;BENITEZ;BUENOS AIRES;CHIVILCOY
2346;CORONEL MOM;BUENOS AIRES;ALBERTI
2346;CHIVILCOY;BUENOS AIRES;CHIVILCOY
2346;GOBERNADOR UGARTE;BUENOS AIRES;VEINTICINCO DE MAYO
2346;GOROSTIAGA;BUENOS AIRES;CHIVILCOY
2346;LA RICA;BUENOS AIRES;CHIVILCOY
2346;MOQUEHUA;BUENOS AIRES;CHIVILCOY
2346;PALEMON HUERGO;BUENOS AIRES;CHIVILCOY
2346;PLA;BUENOS AIRES;ALBERTI
2346;RAMON BIAUS;BUENOS AIRES;CHIVILCOY
2346;SAN SEBASTIAN;BUENOS AIRES;CHIVILCOY
2352;CUCHA CUCHA;BUENOS AIRES;
2352;CHACABUCO;BUENOS AIRES;CHACABUCO
2352;IRALA;BUENOS AIRES;BRAGADO
2352;RAWSON;BUENOS AIRES;CHACABUCO
2353;ARRIBEÑOS;BUENOS AIRES;GENERAL ARENALES
2353;ASCENCION;BUENOS AIRES;GENERAL ARENALES
2353;FERRE;BUENOS AIRES;
2353;FORTIN TIBURCIO;BUENOS AIRES;JUNIN
2353;GENERAL ARENALES;BUENOS AIRES;GENERAL ARENALES
2353;LA ANGELITA;BUENOS AIRES;GENERAL ARENALES
2354;EL DORADO;BUENOS AIRES;LEANDRO N. ALEM
2354;IRIARTE;BUENOS AIRES;GENERAL PINTO
2354;JUAN B. ALBERDI;BUENOS AIRES;
2354;VEDIA;BUENOS AIRES;LEANDRO N. ALEM
2355;ARENAZA;BUENOS AIRES;LINCOLN
2355;BAYAUCA;BUENOS AIRES;LINCOLN
2355;EL TRIUNFO;BUENOS AIRES;LINCOLN
2355;LAS TOSCAS;BUENOS AIRES;LINCOLN
2355;LINCOLN;BUENOS AIRES;LINCOLN
2355;MARTINEZ DE HOZ;BUENOS AIRES;LINCOLN
2355;PASTEUR;BUENOS AIRES;LINCOLN
2355;ROBERTS;BUENOS AIRES;LINCOLN
2356;CORONEL GRANADA;BUENOS AIRES;GENERAL PINTO
2356;GENERAL PINTO;BUENOS AIRES;GENERAL PINTO
2356;GERMANIA;BUENOS AIRES;GENERAL PINTO
2357;CARLOS SALAS;BUENOS AIRES;LINCOLN
2357;CARLOS TEJEDOR;BUENOS AIRES;CARLOS TEJEDOR
2357;COLONIA SERE;BUENOS AIRES;CARLOS TEJEDOR
2357;CURARU;BUENOS AIRES;CARLOS TEJEDOR
2357;TIMOTE;BUENOS AIRES;CARLOS TEJEDOR
2358;LOS TOLDOS;BUENOS AIRES;GENERAL VIAMONTE
2358;ZAVALIA;BUENOS AIRES;GENERAL VIAMONTE
236;AGUSTIN ROCA;BUENOS AIRES;JUNIN
236;AGUSTINA;BUENOS AIRES;JUNIN
236;BAIGORRITA;BUENOS AIRES;GENERAL VIAMONTE
236;JUNIN;BUENOS AIRES;JUNIN
236;LEANDRO N. ALEM;BUENOS AIRES;LEANDRO N. ALEM
236;MORSE;BUENOS AIRES;JUNIN
236;O'HIGGINS;BUENOS AIRES;CHACABUCO
236;SAFORCADA;BUENOS AIRES;JUNIN
237;BARRIO MI RINCON;BUENOS AIRES;
237;FRANCISCO ALVAREZ;BUENOS AIRES;
237;GENERAL RODRIGUEZ;BUENOS AIRES;GENERAL RODRIGUEZ
237;MORENO;BUENOS AIRES;MORENO
2392;30 DE AGOSTO;BUENOS AIRES;TRENQUE LAUQUEN
2392;BERUTTI;BUENOS AIRES;TRENQUE LAUQUEN
2392;PELLEGRINI;BUENOS AIRES;PELLEGRINI
2392;TRENQUE LAUQUEN;BUENOS AIRES;TRENQUE LAUQUEN
2393;SALAZAR;BUENOS AIRES;DAIREAUX
2394;INGENIERO THOMSON;BUENOS AIRES;TRES LOMAS
2394;QUENUMA;BUENOS AIRES;SALLIQUELO
2394;SALLIQUELO;BUENOS AIRES;SALLIQUELO
2394;TRES LOMAS;BUENOS AIRES;TRES LOMAS
2395;BELLOCQ;BUENOS AIRES;CARLOS CASARES
2395;CADRET;BUENOS AIRES;CARLOS CASARES
2395;CARLOS CASARES;BUENOS AIRES;CARLOS CASARES
2395;MAURICIO HIRSCH;BUENOS AIRES;CARLOS CASARES
2395;MOCTEZUMA;BUENOS AIRES;CARLOS CASARES
2395;SANTO TOMAS;BUENOS AIRES;CARLOS CASARES
2395;SMITH;BUENOS AIRES;CARLOS CASARES
2396;CHICLANA;BUENOS AIRES;PEHUAJO
2396;FRANCISCO MADERO;BUENOS AIRES;PEHUAJO
2396;GUANACO;BUENOS AIRES;PEHUAJO
2396;JUAN JOSE PASO;BUENOS AIRES;PEHUAJO
2396;MAGDALA;BUENOS AIRES;PEHUAJO
2396;MONES CAZON;BUENOS AIRES;PEHUAJO
2396;NUEVA PLATA;BUENOS AIRES;PEHUAJO
2396;PEHUAJO;BUENOS AIRES;PEHUAJO
2473;COLON;BUENOS AIRES;COLON
2473;EL ARBOLITO;BUENOS AIRES;COLON
2473;HUGHES;SANTA FE;GENERAL LOPEZ
2473;JUNCAL;BUENOS AIRES;
2473;WHEELWRIGHT;SANTA FE;GENERAL LOPEZ
2474;GAHAN;BUENOS AIRES;SALTO
2474;INES INDART;BUENOS AIRES;SALTO
2474;SALTO;BUENOS AIRES;SALTO
2475;CARABELAS;BUENOS AIRES;ROJAS
2475;RAFAEL OBLIGADO;BUENOS AIRES;ROJAS
2475;ROJAS;BUENOS AIRES;ROJAS
2477;ACEVEDO;BUENOS AIRES;PERGAMINO
2477;ARROYO DULCE;BUENOS AIRES;SALTO
2477;EL SOCORRO;BUENOS AIRES;PERGAMINO
2477;FONTEZUELA;BUENOS AIRES;PERGAMINO
2477;GUERRICO;BUENOS AIRES;PERGAMINO
2477;JUAN DE LA PEÑA;BUENOS AIRES;PERGAMINO
2477;M. H. ALFONZO;BUENOS AIRES;
2477;MANUEL OCAMPO;BUENOS AIRES;PERGAMINO
2477;MARIANO BENITEZ;BUENOS AIRES;PERGAMINO
2477;PEARSON;BUENOS AIRES;COLON
2477;PERGAMINO;BUENOS AIRES;PERGAMINO
2477;PINZON;BUENOS AIRES;PERGAMINO
2477;RANCAGUA;BUENOS AIRES;PERGAMINO
2477;URQUIZA;BUENOS AIRES;ZARATE
2477;GENERAL GELLY;SANTA FE;CONSTITUCION
2478;ARRECIFES;BUENOS AIRES;ARRECIFES
2478;CAPITAN SARMIENTO;BUENOS AIRES;CAPITAN SARMIENTO CARLOS
2478;ESTACION VIÑA;BUENOS AIRES;
2478;TODD;BUENOS AIRES;
249;GARDEY;BUENOS AIRES;TANDIL
249;TANDIL;BUENOS AIRES;TANDIL
249;VELA;BUENOS AIRES;
260;25 DE MAYO;MENDOZA;SAN RAFAEL
260;AGUA ESCONDIDA;MENDOZA;MALARGUE
260;BARDAS BLANCAS;MENDOZA;MALARGUE
260;CAÑADA SECA;MENDOZA;
260;COLONIA ELENA;MENDOZA;
260;EL ALAMBRADO;MENDOZA;
260;EL MANZANO;MENDOZA;TUNUYAN
260;EL NIHUIL;MENDOZA;SAN RAFAEL
260;GOUDGE;MENDOZA;SAN RAFAEL
260;LA CORTADERA;MENDOZA;
260;LA JUNTA;MENDOZA;MALARGUE
260;LA LLAVE NUEVA;MENDOZA;SAN RAFAEL
260;LA NORA;MENDOZA;
260;LAS LOICAS;MENDOZA;
260;LAS MALVINAS;MENDOZA;SAN RAFAEL
260;LOS CLAVELES;MENDOZA;
260;LOS MOLLES;MENDOZA;
260;MALARGÜE;MENDOZA;MALARGUE
260;MONTE COMAN;MENDOZA;SAN RAFAEL
260;ÑACUÑAN;MENDOZA;
260;PATA MORA;MENDOZA;
260;RANQUIL NORTE;MENDOZA;MALARGUE
260;SAN RAFAEL;MENDOZA;SAN RAFAEL
260;VALLE GRANDE;MENDOZA;
261;AGRELO;MENDOZA;LUJAN DE CUYO
261;ALTO DEL OLVIDO;MENDOZA;LAVALLE
261;BARRANCAS;MENDOZA;MAIPU
261;BLANCO ENCALADA;MENDOZA;LUJAN DE CUYO
261;COLONIA / LOTEO NEVOT;MENDOZA;
261;COLONIA ITALIA;MENDOZA;LAVALLE
261;COLONIA SAN FRANCISCO;MENDOZA;
261;COLONIA SUIZA;MENDOZA;
261;COLONIA TRES DE MAYO;MENDOZA;
261;CRUZ DE PIEDRA;MENDOZA;MAIPU
261;CHACRAS DE CORIA;MENDOZA;
261;EL CARRIZAL DE ABAJO;MENDOZA;LUJAN DE CUYO
261;EL CARRIZAL DE ARRIBA;MENDOZA;LUJAN DE CUYO
261;EL CHICAL;MENDOZA;LAVALLE
261;FRAY LUIS BELTRAN;MENDOZA;MAIPU
261;JOCOLI;MENDOZA;LAVALLE
261;JOCOLI VIEJO;MENDOZA;LAVALLE
261;LA PALMERA;MENDOZA;LAVALLE
261;LA PEGA;MENDOZA;LAVALLE
261;LAS VIOLETAS;MENDOZA;LAVALLE
261;LAVALLE;MENDOZA;
261;LOTEO CAVERO Y BARRIO LA COLMENA;MENDOZA;
261;LUJAN DE CUYO;MENDOZA;LUJAN DE CUYO
261;MAIPU;MENDOZA;MAIPU
261;MENDOZA;MENDOZA;CAPITAL
261;RODEO DE LA CRUZ;MENDOZA;
261;RODEO DEL MEDIO;MENDOZA;MAIPU
261;SAN JOSE;MENDOZA;TUPUNGATO
261;SGUAZZINI;MENDOZA;
261;TERMAS VILLAVICENCIO;MENDOZA;
261;UGARTECHE;MENDOZA;LUJAN DE CUYO
2622;COLONIA LAS ROSAS;MENDOZA;TUNUYAN
2622;CORDON DEL PLATA;MENDOZA;TUPUNGATO
2622;EL ZAMPAL;MENDOZA;TUPUNGATO
2622;EUGENIO BUSTOS;MENDOZA;SAN CARLOS
2622;LA CONSULTA;MENDOZA;SAN CARLOS
2622;LOS SAUCES;MENDOZA;TUNUYAN
2622;PAREDITAS;MENDOZA;SAN CARLOS
2622;SAN PABLO;MENDOZA;
2622;TUNUYAN;MENDOZA;TUNUYAN
2622;TUPUNGATO;MENDOZA;TUPUNGATO
2622;VISTA FLORES;MENDOZA;TUNUYAN
2622;ZAPATA;MENDOZA;
2624;CACHEUTA;MENDOZA;LUJAN DE CUYO
2624;LAS CARDITAS;MENDOZA;SANTA ROSA
2624;LAS CUEVAS;MENDOZA;LAS HERAS
2624;LAS VEGAS;MENDOZA;LUJAN DE CUYO
2624;LOS HORCONES;MENDOZA;
2624;LOS PENITENTES;MENDOZA;LAS HERAS
2624;PLAZA DE MULAS;MENDOZA;
2624;POLVAREDAS;MENDOZA;LAS HERAS
2624;POTRERILLOS;MENDOZA;LUJAN DE CUYO
2624;PUENTE DEL INCA;MENDOZA;LAS HERAS
2624;PUNTA DE VACAS;MENDOZA;LAS HERAS
2624;USPALLATA;MENDOZA;LAS HERAS
2625;BOWEN;MENDOZA;GENERAL ALVEAR
2625;CALLE LARGA;MENDOZA;
2625;CANALEJAS;MENDOZA;GENERAL ALVEAR
2625;CARMENSA;MENDOZA;GENERAL ALVEAR
2625;COCHICO;MENDOZA;
2625;GENERAL ALVEAR;MENDOZA;GENERAL ALVEAR
2625;JAIME PRATS;MENDOZA;SAN RAFAEL
2625;REAL DEL PADRE;MENDOZA;SAN RAFAEL
2625;VILLA ATUEL NORTE;MENDOZA;SAN RAFAEL
2625;VILLA ATUEL;MENDOZA;SAN RAFAEL
2626;ARROYITO;MENDOZA;
2626;DESAGUADERO;MENDOZA;LA PAZ
2626;LA PAZ;MENDOZA;LA PAZ
263;CAMPAMENTOS;MENDOZA;RIVADAVIA
263;COSTA DE ARAUJO;MENDOZA;LAVALLE
263;CHAPANAY;MENDOZA;SAN MARTIN
263;EL CARMEN;MENDOZA;LAVALLE
263;EL PLUMERO;MENDOZA;
263;ISLA GRANDE;MENDOZA;
263;JUNIN;MENDOZA;JUNIN
263;LA BAJADA;MENDOZA;
263;LA DORMIDA;MENDOZA;SANTA ROSA
263;LAS CATITAS;MENDOZA;SANTA ROSA
263;MEDRANO;MENDOZA;RIVADAVIA
263;MONTECASEROS;MENDOZA;SAN MARTIN
263;PALMIRA;MENDOZA;
263;PHILIPPS;MENDOZA;JUNIN
